sku_id,category,brand,customer_segment,hour_of_day,day_of_week,is_weekend,is_festival,inventory_level,inventory_days_cover,competitor_price,click_through_rate,conversion_rate,units_sold_last_5m,units_sold_last_1h,base_cost,current_price,optimal_price
SKU-19441,electronics,brand_d,loyal,10,6,1,0,108,21.25,2437.68,0.0829,0.0201,8,22,1529.26,2513.03,2994.53
SKU-19442,electronics,brand_d,loyal,12,2,0,0,99,27.58,1651.01,0.0426,0.0683,2,13,991.11,1700.22,2011.23
SKU-19443,home,brand_b,premium,2,4,0,1,90,24.76,1982.52,0.0969,0.0118,6,37,1404.61,2079.07,2564.75
SKU-19444,grocery,brand_b,budget,19,6,1,0,8,22.42,1513.61,0.04,0.0724,3,29,1406.27,1625.67,2113.37
SKU-19445,electronics,brand_c,budget,0,0,0,0,129,25.24,650.48,0.064,0.0666,5,21,426.89,682.02,717.62
SKU-19446,home,brand_d,loyal,11,2,0,0,67,14.82,2447.74,0.0985,0.0681,3,16,1704.52,2434.8,2822.29
SKU-19447,electronics,brand_b,standard,23,5,1,0,19,21.88,2617.82,0.0146,0.0643,7,17,1595.97,2779.34,3546.43
SKU-19448,fashion,brand_c,standard,21,3,0,0,44,18.55,2503.11,0.1219,0.0695,7,21,1851.13,2593.06,3273.24
SKU-19449,fashion,brand_d,standard,21,6,1,0,48,11.77,1688.34,0.0688,0.0512,4,18,1278.45,1703.73,2152.12
SKU-19450,electronics,brand_b,premium,17,3,0,0,25,2.37,1054.98,0.038,0.0513,3,14,570.39,1111.55,1184.87
SKU-19451,grocery,brand_b,standard,4,2,0,1,29,19.79,2408.79,0.0442,0.0256,12,24,1960.8,2406.1,2858.72
SKU-19452,home,brand_a,budget,15,2,0,0,86,24.22,855.19,0.0179,0.0436,6,18,753.09,835.27,1064.48
SKU-19453,grocery,brand_c,budget,3,4,0,0,27,15.08,1068.34,0.0595,0.0212,5,16,925.18,1062.46,1172.64
SKU-19454,grocery,brand_b,standard,23,1,0,0,20,4.13,2577.07,0.1129,0.0158,5,18,2180.78,2672.71,2999.97
SKU-19455,grocery,brand_a,loyal,8,2,0,0,138,11.39,697.71,0.1026,0.0131,8,16,583.16,750.3,761.13
SKU-19456,beauty,brand_c,standard,1,2,0,0,132,10.93,1296.24,0.106,0.0711,2,13,916.05,1345.65,1507.7
SKU-19457,fashion,brand_c,loyal,2,4,0,0,172,17.4,1034.42,0.1347,0.019,4,18,759.62,1070.09,1150.02
SKU-19458,grocery,brand_a,standard,2,0,0,0,145,22.01,2585.13,0.1308,0.0433,4,24,2029.44,2686.42,2606.99
SKU-19459,home,brand_c,loyal,8,3,0,0,9,13.94,1740.97,0.1317,0.0427,3,16,1322.71,1785.67,2321.37
SKU-19460,fashion,brand_c,loyal,4,3,0,0,9,11.98,471.83,0.0902,0.029,3,19,321.5,464.12,599.6
SKU-19461,fashion,brand_b,standard,16,0,0,0,62,24.98,931.51,0.0675,0.0154,4,23,650.23,912.81,952.48
SKU-19462,fashion,brand_b,standard,16,2,0,0,52,15.72,1558.87,0.1196,0.0787,1,9,1146.27,1513.21,1853.4
SKU-19463,home,brand_c,premium,5,0,0,0,153,8.44,2972.91,0.0755,0.0474,3,20,1934.03,3063.11,3033.77
SKU-19464,beauty,brand_d,budget,2,6,1,0,165,22.88,2735.1,0.1397,0.0345,2,16,1823.67,2883.86,2801.02
SKU-19465,home,brand_d,budget,18,5,1,0,88,8.0,635.09,0.119,0.043,6,26,569.93,611.32,794.72
SKU-19466,fashion,brand_b,premium,1,5,1,0,169,24.5,1796.08,0.1158,0.0342,7,23,1214.01,1933.79,2111.59
SKU-19467,electronics,brand_c,loyal,22,1,0,0,34,18.71,1944.24,0.1262,0.049,2,19,1212.92,2072.53,2519.24
SKU-19468,grocery,brand_b,standard,6,3,0,1,52,2.52,2544.33,0.0268,0.0739,7,27,2036.35,2509.79,3262.73
SKU-19469,fashion,brand_a,standard,0,2,0,0,9,21.9,2277.01,0.1401,0.0447,7,20,1628.59,2455.18,2885.71
SKU-19470,fashion,brand_d,loyal,17,0,0,0,118,12.13,2710.64,0.0302,0.0765,1,17,1994.51,2896.16,3594.64
SKU-19471,beauty,brand_b,standard,12,6,1,0,41,4.26,2843.61,0.1353,0.0569,5,11,1995.57,2819.33,3665.13
SKU-19472,grocery,brand_b,loyal,21,0,0,1,46,13.48,583.53,0.0398,0.042,4,30,448.54,625.46,784.54
SKU-19473,home,brand_c,budget,1,5,1,0,66,15.71,2377.48,0.1358,0.0626,6,27,2153.41,2426.49,3154.44
SKU-19474,home,brand_c,standard,9,1,0,0,61,22.95,249.44,0.115,0.0741,3,21,216.56,245.91,319.68
SKU-19475,electronics,brand_b,budget,13,4,0,0,5,22.38,1915.15,0.0286,0.0197,2,18,1298.45,2065.4,2387.63
SKU-19476,grocery,brand_a,budget,7,6,1,0,69,10.24,2485.92,0.1192,0.0148,3,19,2123.99,2470.48,2684.95
SKU-19477,home,brand_c,standard,0,1,0,0,86,20.15,2033.87,0.1029,0.0716,3,18,1708.19,2123.39,2566.63
SKU-19478,beauty,brand_d,premium,2,1,0,0,133,15.04,1003.81,0.0483,0.0628,3,14,556.06,1044.66,1045.6
SKU-19479,electronics,brand_a,budget,11,0,0,0,159,26.7,297.0,0.0465,0.0276,7,21,214.95,309.78,334.94
SKU-19480,home,brand_a,loyal,12,6,1,0,137,27.64,2597.38,0.0599,0.0775,4,23,1953.3,2576.5,3305.88
SKU-19481,fashion,brand_d,standard,10,1,0,0,25,9.57,2290.87,0.0715,0.018,1,21,1598.64,2469.86,2398.66
SKU-19482,fashion,brand_c,standard,14,5,1,0,122,2.96,2119.81,0.0618,0.0113,5,28,1676.01,2101.47,2451.16
SKU-19483,beauty,brand_c,premium,22,6,1,0,34,2.94,2919.16,0.0872,0.013,3,22,1771.51,2931.32,3598.0
SKU-19484,beauty,brand_b,budget,1,5,1,1,6,9.31,578.5,0.0104,0.0566,8,35,389.53,607.67,789.97
SKU-19485,fashion,brand_b,premium,4,4,0,0,30,15.47,1226.35,0.0903,0.012,1,21,742.09,1223.62,1278.24
SKU-19486,grocery,brand_a,budget,12,0,0,0,104,19.81,1012.09,0.1229,0.04,4,15,876.61,1053.43,1104.58
SKU-19487,electronics,brand_d,premium,2,2,0,0,175,24.75,1172.66,0.1209,0.0489,6,25,684.05,1190.11,1360.55
SKU-19488,home,brand_c,standard,9,4,0,0,74,6.78,2845.71,0.1425,0.0369,3,16,2122.16,2843.21,2949.85
SKU-19489,electronics,brand_d,budget,1,6,1,0,159,22.98,1049.81,0.0215,0.0733,5,20,706.7,1049.31,1266.32
SKU-19490,fashion,brand_d,premium,1,2,0,1,120,3.78,2509.33,0.0508,0.0651,8,23,1719.17,2706.86,3518.92
SKU-19491,grocery,brand_a,budget,3,3,0,0,27,2.55,1857.05,0.0712,0.0559,2,15,1536.41,1799.12,2073.41
SKU-19492,electronics,brand_d,loyal,2,0,0,0,158,21.94,566.79,0.1035,0.0281,6,23,328.63,561.74,578.09
SKU-19493,grocery,brand_b,standard,14,2,0,1,84,9.59,604.76,0.0225,0.0659,6,20,486.4,589.42,766.25
SKU-19494,fashion,brand_b,standard,14,4,0,0,30,17.31,2087.78,0.0904,0.0165,5,13,1460.18,2113.46,2175.43
SKU-19495,beauty,brand_b,standard,23,0,0,0,115,26.03,2022.82,0.0782,0.0245,8,13,1267.35,2017.45,2116.86
SKU-19496,electronics,brand_b,standard,20,6,1,1,93,10.12,2402.44,0.0982,0.0084,6,31,1493.89,2425.29,3068.95
SKU-19497,beauty,brand_b,premium,14,0,0,0,175,13.14,2902.21,0.0109,0.0481,4,17,1753.94,3073.53,3209.77
SKU-19498,grocery,brand_c,standard,22,5,1,0,50,9.56,743.48,0.076,0.064,3,32,645.86,748.36,972.87
SKU-19499,home,brand_b,standard,15,4,0,0,30,11.16,1895.88,0.1426,0.0435,8,13,1513.1,1825.43,2165.91
SKU-19500,fashion,brand_c,budget,22,6,1,1,62,19.96,1378.52,0.0322,0.0317,10,22,1078.18,1350.21,1755.27
SKU-19501,beauty,brand_b,loyal,14,0,0,1,144,22.4,1671.74,0.0277,0.078,9,34,1115.73,1765.07,2294.59
SKU-19502,beauty,brand_b,standard,20,6,1,0,114,25.57,2662.05,0.0964,0.0329,6,19,1892.24,2575.37,3347.98
SKU-19503,electronics,brand_a,standard,4,0,0,0,146,7.68,866.7,0.1277,0.0676,6,20,590.77,836.65,1053.41
SKU-19504,beauty,brand_d,standard,23,6,1,0,79,14.03,725.1,0.1141,0.0294,4,31,469.96,756.73,892.47
SKU-19505,beauty,brand_a,budget,22,6,1,0,125,22.67,2174.21,0.1347,0.0097,8,26,1570.72,2323.46,2411.01
SKU-19506,beauty,brand_c,standard,1,1,0,0,9,27.61,2187.96,0.0281,0.0142,4,17,1586.28,2193.66,2851.76
SKU-19507,fashion,brand_b,premium,23,4,0,0,78,15.45,2299.4,0.0226,0.0611,4,18,1563.02,2399.34,3113.55
SKU-19508,fashion,brand_d,standard,9,4,0,0,86,14.03,214.49,0.0555,0.0333,3,19,157.21,222.15,246.27
SKU-19509,grocery,brand_a,standard,3,6,1,0,178,24.73,584.46,0.0412,0.02,6,16,488.44,607.39,613.8
SKU-19510,home,brand_b,standard,17,1,0,1,8,22.86,806.42,0.0444,0.0421,8,20,644.08,870.19,1129.54
SKU-19511,home,brand_c,standard,5,1,0,0,163,15.91,351.41,0.022,0.0376,2,17,295.5,378.05,385.93
SKU-19512,grocery,brand_d,budget,16,4,0,0,7,4.99,631.19,0.0646,0.0608,2,20,554.24,643.78,836.91
SKU-19513,electronics,brand_a,premium,13,6,1,0,71,25.56,1132.07,0.0841,0.0723,2,15,635.21,1113.96,1448.15
SKU-19514,fashion,brand_d,budget,15,4,0,0,49,10.2,393.04,0.093,0.0104,7,19,321.45,404.7,462.04
SKU-19515,beauty,brand_a,standard,22,4,0,1,97,8.06,1781.96,0.117,0.0654,9,24,1285.41,1908.4,2480.92
SKU-19516,beauty,brand_b,premium,16,6,1,1,51,16.79,1059.15,0.033,0.0572,8,35,652.12,1131.97,1471.56
SKU-19517,grocery,brand_d,budget,13,2,0,0,13,5.31,1730.13,0.1287,0.0194,4,18,1587.44,1663.41,2162.43
SKU-19518,beauty,brand_b,premium,6,2,0,0,150,27.34,1135.36,0.1398,0.0308,2,27,639.71,1176.22,1161.15
SKU-19519,fashion,brand_c,budget,9,6,1,0,12,22.41,2549.75,0.1288,0.0512,4,28,1884.84,2450.26,3185.34
SKU-19520,fashion,brand_b,premium,3,1,0,0,57,7.51,1670.88,0.1265,0.0157,3,26,1094.55,1666.23,1967.02
SKU-19521,electronics,brand_d,standard,9,0,0,0,141,21.89,247.51,0.1123,0.0612,3,20,162.84,248.95,293.34
SKU-19522,grocery,brand_a,budget,0,0,0,0,129,27.42,2006.42,0.1347,0.0642,2,18,1766.62,1968.42,2281.78
SKU-19523,electronics,brand_d,budget,9,6,1,0,67,2.32,277.15,0.0164,0.0274,4,17,190.67,296.73,321.07
SKU-19524,home,brand_a,standard,0,5,1,0,99,4.27,2411.61,0.1306,0.0715,11,20,2009.78,2373.2,3085.16
SKU-19525,fashion,brand_c,standard,22,4,0,0,121,7.33,200.4,0.0829,0.0347,2,22,157.98,208.13,232.86
SKU-19526,electronics,brand_b,standard,6,2,0,0,111,27.46,2822.63,0.1293,0.0323,5,20,1700.06,3045.68,3025.58
SKU-19527,fashion,brand_d,premium,18,3,0,0,105,11.68,1582.81,0.146,0.0568,2,14,988.93,1673.24,1970.34
SKU-19528,home,brand_c,budget,3,3,0,1,97,20.41,775.67,0.0241,0.054,5,23,626.0,798.36,954.77
SKU-19529,electronics,brand_a,standard,19,6,1,0,157,13.97,2330.22,0.0495,0.0749,9,20,1490.21,2318.34,2874.17
SKU-19530,grocery,brand_a,budget,0,6,1,1,153,13.58,544.34,0.1273,0.0629,7,36,491.49,563.01,731.91
SKU-19531,grocery,brand_c,standard,1,0,0,0,106,23.83,954.39,0.1393,0.0518,4,21,797.33,1009.74,1142.79
SKU-19532,electronics,brand_c,standard,6,4,0,0,162,7.43,1303.76,0.1083,0.0335,1,15,782.63,1295.2,1253.83
SKU-19533,grocery,brand_c,premium,7,3,0,0,90,4.11,603.39,0.0394,0.0413,8,15,424.11,642.38,673.15
SKU-19534,fashion,brand_b,premium,19,4,0,0,145,19.82,450.15,0.1232,0.0307,7,20,308.96,477.31,536.32
SKU-19535,electronics,brand_c,premium,18,3,0,0,117,20.76,2780.63,0.1494,0.0474,3,18,1552.16,2809.64,3507.67
SKU-19536,fashion,brand_d,budget,12,6,1,0,56,16.63,1117.99,0.104,0.0235,4,25,910.09,1087.08,1381.77
SKU-19537,grocery,brand_a,premium,2,1,0,0,21,18.73,342.2,0.0741,0.029,8,23,248.94,361.81,400.03
SKU-19538,beauty,brand_c,budget,19,1,0,0,61,7.93,3098.05,0.1145,0.061,6,16,2149.25,3117.27,3799.37
SKU-19539,electronics,brand_d,premium,6,1,0,1,32,14.79,2529.65,0.0787,0.0248,8,40,1450.25,2704.29,3338.2
SKU-19540,beauty,brand_a,premium,16,4,0,0,127,25.14,728.08,0.1281,0.0375,2,19,428.36,771.31,775.84
SKU-19541,beauty,brand_b,budget,19,1,0,1,125,5.19,2890.91,0.1482,0.0654,4,17,2083.66,2792.84,3630.69
SKU-19542,beauty,brand_c,standard,5,1,0,0,75,4.06,910.16,0.1092,0.0646,4,16,605.97,907.84,1077.2
SKU-19543,home,brand_d,budget,13,1,0,0,105,16.01,2221.69,0.0664,0.0368,5,21,1920.86,2343.36,2603.27
SKU-19544,grocery,brand_c,premium,17,1,0,0,156,19.26,314.82,0.026,0.0146,3,21,236.0,302.36,336.85
SKU-19545,beauty,brand_d,standard,13,4,0,0,75,21.92,468.48,0.0499,0.0356,5,14,342.18,471.85,577.64
SKU-19546,electronics,brand_c,standard,9,1,0,0,102,22.08,1012.52,0.1064,0.0456,4,19,654.57,1071.73,1205.16
SKU-19547,grocery,brand_d,standard,7,6,1,0,19,23.81,754.09,0.0992,0.0799,3,23,661.62,779.53,1013.39
SKU-19548,fashion,brand_c,premium,16,0,0,0,16,22.6,1083.36,0.1095,0.0217,7,17,722.74,1045.48,1359.12
SKU-19549,beauty,brand_b,premium,2,4,0,0,27,5.68,1157.21,0.0734,0.0406,6,22,659.62,1173.53,1335.2
SKU-19550,beauty,brand_c,premium,13,0,0,0,159,24.58,359.42,0.0696,0.0675,5,15,225.35,361.86,445.4
SKU-19551,fashion,brand_b,loyal,20,3,0,0,31,14.34,804.42,0.0628,0.0687,5,14,544.16,814.04,982.57
SKU-19552,electronics,brand_c,standard,5,0,0,0,29,15.89,3362.43,0.074,0.0383,2,15,2158.35,3463.0,3808.21
SKU-19553,beauty,brand_c,budget,4,3,0,0,22,4.92,2265.08,0.0379,0.045,4,19,1724.82,2318.51,2810.71
SKU-19554,grocery,brand_a,standard,13,1,0,0,92,16.46,703.88,0.0183,0.0426,7,18,638.65,706.62,900.83
SKU-19555,grocery,brand_c,budget,12,0,0,0,149,22.89,252.4,0.0881,0.0763,4,23,209.83,250.33,281.46
SKU-19556,home,brand_a,standard,3,2,0,0,84,7.28,368.69,0.022,0.0343,1,16,303.69,368.42,420.05
SKU-19557,electronics,brand_b,loyal,14,5,1,1,153,24.94,1520.55,0.0368,0.0411,7,37,986.85,1468.67,1909.27
SKU-19558,fashion,brand_c,standard,1,2,0,0,42,4.59,2629.59,0.0139,0.0109,2,19,1935.18,2831.24,2840.25
SKU-19559,beauty,brand_c,budget,11,6,1,1,54,12.98,2818.78,0.0138,0.0647,4,42,1973.39,3031.17,3940.52
SKU-19560,fashion,brand_a,loyal,1,6,1,0,82,13.39,1010.73,0.0336,0.0089,2,22,704.1,1015.89,1185.63
SKU-19561,beauty,brand_d,standard,19,2,0,0,32,21.64,1973.84,0.1233,0.0626,5,17,1296.46,1916.09,2375.91
SKU-19562,fashion,brand_c,budget,23,3,0,1,43,19.17,656.25,0.0462,0.0618,7,27,517.99,658.77,856.4
SKU-19563,electronics,brand_b,standard,0,0,0,0,80,12.96,3065.52,0.0725,0.0274,3,23,1964.47,3261.65,3402.2
SKU-19564,home,brand_b,budget,15,0,0,0,156,23.47,2171.75,0.1004,0.0755,6,14,1935.29,2313.8,2653.27
SKU-19565,home,brand_a,budget,8,4,0,0,179,24.44,1239.75,0.0773,0.06,1,16,969.87,1322.86,1276.71
SKU-19566,home,brand_b,budget,2,5,1,0,55,19.8,1005.0,0.0696,0.0311,0,24,842.48,988.25,1209.58
SKU-19567,fashion,brand_c,standard,16,5,1,0,15,26.49,2289.61,0.0109,0.0318,6,24,1753.13,2440.95,3173.23
SKU-19568,grocery,brand_d,standard,21,4,0,0,105,20.29,2185.03,0.1466,0.0429,1,14,1834.35,2136.91,2639.38
SKU-19569,home,brand_c,premium,1,0,0,0,164,22.35,2635.83,0.0118,0.0694,6,18,1936.52,2735.3,3177.15
SKU-19570,beauty,brand_b,standard,3,4,0,0,66,13.0,585.61,0.1421,0.0634,3,18,369.2,588.02,664.67
SKU-19571,home,brand_d,loyal,22,1,0,0,90,21.7,2184.28,0.0421,0.0746,3,15,1535.35,2105.38,2718.65
SKU-19572,fashion,brand_c,loyal,0,6,1,0,140,13.6,1071.6,0.1077,0.0547,4,29,795.99,1111.94,1394.68
SKU-19573,beauty,brand_c,budget,9,2,0,0,86,3.74,1000.05,0.0864,0.0207,3,17,709.1,981.75,1094.32
SKU-19574,home,brand_c,budget,21,0,0,1,136,5.59,692.52,0.0294,0.0474,14,24,595.5,684.19,872.85
SKU-19575,home,brand_b,premium,14,2,0,0,24,23.63,2738.71,0.1203,0.0456,6,22,1793.16,2777.53,3055.63
SKU-19576,beauty,brand_a,budget,4,2,0,0,103,8.46,1639.45,0.1437,0.0767,7,16,1086.65,1632.72,1903.92
SKU-19577,electronics,brand_c,standard,0,1,0,1,62,5.86,1041.44,0.1025,0.0256,4,24,729.25,1038.23,1349.7
SKU-19578,grocery,brand_d,budget,12,0,0,0,152,12.77,681.42,0.0691,0.056,4,17,618.48,699.97,768.21
SKU-19579,fashion,brand_d,standard,12,4,0,0,35,18.17,407.16,0.0762,0.012,5,22,289.36,437.14,435.52
SKU-19580,electronics,brand_d,standard,12,2,0,0,45,19.34,1289.46,0.046,0.0743,4,26,863.3,1241.71,1614.22
SKU-19581,beauty,brand_b,premium,4,5,1,0,154,25.82,1974.89,0.0319,0.0452,3,16,1109.07,2005.06,2144.87
SKU-19582,electronics,brand_d,standard,22,3,0,0,14,2.09,3238.25,0.0764,0.0353,6,26,1986.04,3219.97,4151.29
SKU-19583,grocery,brand_a,standard,8,4,0,0,113,15.54,208.46,0.0266,0.021,6,15,165.42,220.67,218.7
SKU-19584,fashion,brand_b,standard,21,0,0,0,170,7.21,1552.54,0.119,0.0185,3,20,1064.9,1633.25,1514.12
SKU-19585,fashion,brand_c,standard,22,1,0,0,143,9.45,1580.34,0.1163,0.0457,9,18,1125.91,1558.61,1719.32
SKU-19586,electronics,brand_b,budget,4,5,1,0,21,2.47,243.83,0.1442,0.0377,7,23,155.4,241.52,269.93
SKU-19587,electronics,brand_a,premium,17,0,0,0,145,18.94,761.6,0.0785,0.0344,2,11,449.61,820.64,845.24
SKU-19588,electronics,brand_a,standard,11,5,1,0,59,26.98,364.17,0.0125,0.0164,3,20,220.1,392.06,384.31
SKU-19589,electronics,brand_d,standard,15,6,1,0,113,4.23,3196.66,0.0912,0.0473,5,21,2113.29,3108.26,3948.24
SKU-19590,fashion,brand_b,budget,13,2,0,0,71,3.45,1652.93,0.115,0.0222,2,14,1194.33,1628.52,1640.62
SKU-19591,fashion,brand_a,budget,23,0,0,0,123,21.17,2412.39,0.0335,0.0448,3,26,1964.14,2593.12,2920.83
SKU-19592,fashion,brand_c,standard,14,4,0,0,131,26.57,1623.65,0.1201,0.0693,5,20,1195.76,1567.02,1819.78
SKU-19593,electronics,brand_b,premium,4,6,1,0,134,12.01,1857.28,0.1434,0.0368,3,29,1076.22,1821.02,2187.98
SKU-19594,electronics,brand_b,standard,20,3,0,0,33,12.57,1176.61,0.0983,0.0316,1,11,805.82,1166.93,1473.09
SKU-19595,electronics,brand_d,loyal,1,3,0,0,125,25.66,2062.1,0.0373,0.0245,7,21,1298.41,1986.75,2339.4
SKU-19596,electronics,brand_c,premium,17,5,1,1,137,10.39,2890.11,0.0122,0.0653,9,32,1611.69,2839.26,3691.04
SKU-19597,fashion,brand_a,standard,18,0,0,1,85,26.5,799.31,0.0695,0.0211,2,26,618.77,823.22,1070.19
SKU-19598,electronics,brand_d,standard,12,2,0,0,57,9.82,3444.37,0.1387,0.0409,4,21,2136.32,3445.14,3992.18
SKU-19599,fashion,brand_a,standard,0,1,0,1,95,2.73,579.41,0.09,0.0737,8,40,418.91,578.05,751.46
SKU-19600,grocery,brand_c,standard,8,0,0,0,119,20.35,2490.98,0.0582,0.0726,3,15,2008.69,2614.12,2965.12
SKU-19601,fashion,brand_a,budget,18,4,0,0,178,24.86,2591.35,0.1211,0.0475,6,24,2005.08,2554.82,3040.54
SKU-19602,electronics,brand_b,premium,20,3,0,0,141,4.51,3874.92,0.0728,0.0464,2,14,2110.52,3937.76,4184.1
SKU-19603,beauty,brand_d,standard,12,1,0,0,179,10.31,3103.3,0.0632,0.0539,9,15,1944.0,3048.67,3158.26
SKU-19604,home,brand_a,premium,11,1,0,0,46,3.16,2520.27,0.1418,0.0554,3,21,1684.36,2589.87,2868.26
SKU-19605,electronics,brand_d,standard,5,6,1,1,110,3.49,2472.79,0.1342,0.009,5,43,1602.91,2631.47,3171.17
SKU-19606,beauty,brand_b,budget,11,3,0,0,72,7.2,2494.02,0.0556,0.0572,3,16,1925.39,2581.92,3302.31
SKU-19607,beauty,brand_b,budget,15,0,0,0,34,3.64,2436.04,0.1291,0.0655,3,14,1871.11,2567.16,3139.62
SKU-19608,grocery,brand_d,budget,22,1,0,0,56,27.57,550.71,0.0629,0.0433,5,19,509.23,552.53,706.17
SKU-19609,grocery,brand_c,premium,11,2,0,0,24,3.72,1859.8,0.0814,0.0448,3,27,1456.72,1866.19,2403.35
SKU-19610,home,brand_b,budget,1,5,1,0,168,21.07,526.05,0.0893,0.0446,6,19,441.22,532.46,583.57
SKU-19611,beauty,brand_c,premium,4,2,0,0,66,13.55,1451.59,0.1065,0.0281,4,21,816.02,1425.44,1631.78
SKU-19612,fashion,brand_b,premium,11,3,0,0,30,27.49,2045.08,0.1196,0.0474,5,20,1332.51,2006.01,2422.42
SKU-19613,grocery,brand_a,standard,19,4,0,0,143,5.49,1985.47,0.0676,0.0471,2,12,1801.88,2034.19,2328.87
SKU-19614,home,brand_b,standard,14,0,0,0,108,9.02,2616.04,0.0783,0.0283,3,17,2178.91,2726.13,3054.38
SKU-19615,fashion,brand_a,loyal,6,6,1,0,60,6.11,1950.39,0.039,0.0357,3,21,1327.77,1965.91,2364.92
SKU-19616,electronics,brand_b,budget,22,1,0,0,36,5.37,476.06,0.0686,0.0137,4,15,348.67,494.71,571.74
SKU-19617,home,brand_d,standard,5,6,1,0,51,13.57,2468.25,0.0809,0.069,5,22,2132.67,2525.01,3282.51
SKU-19618,home,brand_c,standard,0,4,0,1,80,19.88,802.39,0.0455,0.0708,10,26,594.78,820.37,1032.21
SKU-19619,grocery,brand_a,loyal,16,2,0,0,120,7.54,337.9,0.1161,0.0353,5,16,246.23,337.12,348.16
SKU-19620,electronics,brand_c,loyal,1,6,1,0,173,18.03,3673.29,0.0424,0.0578,7,17,2114.19,3954.1,3983.56
SKU-19621,grocery,brand_c,premium,10,4,0,0,74,25.68,366.12,0.0126,0.0316,3,18,257.5,391.58,394.95
SKU-19622,electronics,brand_b,standard,3,4,0,0,36,16.53,263.44,0.0514,0.0159,6,18,169.31,261.69,290.68
SKU-19623,home,brand_a,loyal,8,6,1,1,101,15.34,1374.4,0.0162,0.0214,7,39,1076.91,1405.27,1826.85
SKU-19624,fashion,brand_c,standard,8,1,0,0,120,4.91,1643.35,0.0538,0.0385,4,26,1271.82,1651.45,2051.47
SKU-19625,fashion,brand_c,standard,13,5,1,0,139,8.34,890.48,0.0672,0.0288,7,24,615.25,902.35,894.27
SKU-19626,fashion,brand_b,loyal,23,1,0,0,142,12.75,1109.73,0.072,0.0421,8,19,813.71,1190.26,1342.26
SKU-19627,electronics,brand_a,budget,15,1,0,0,141,19.62,3072.27,0.0384,0.0604,5,23,2159.4,3216.98,3591.25
SKU-19628,electronics,brand_a,loyal,3,3,0,0,45,10.99,1249.28,0.0543,0.0709,1,14,755.26,1341.11,1539.35
SKU-19629,grocery,brand_a,standard,2,6,1,0,100,15.3,1982.55,0.0537,0.0582,7,26,1567.44,2131.68,2359.23
SKU-19630,electronics,brand_c,loyal,8,4,0,0,62,21.03,2279.1,0.1459,0.0444,6,20,1405.78,2197.15,2848.86
SKU-19631,beauty,brand_a,standard,21,3,0,0,162,5.6,612.99,0.1489,0.012,4,21,387.65,615.19,601.96
SKU-19632,beauty,brand_a,budget,10,1,0,0,123,8.33,1131.77,0.0299,0.0139,1,25,780.72,1206.47,1150.26
SKU-19633,electronics,brand_d,premium,8,2,0,0,154,11.17,1856.46,0.1011,0.0293,4,18,984.08,1894.19,1909.36
SKU-19634,grocery,brand_b,budget,6,4,0,0,125,20.38,1660.08,0.0931,0.0251,1,16,1437.71,1650.46,1694.92
SKU-19635,beauty,brand_a,budget,4,0,0,0,23,19.88,2550.47,0.0197,0.0457,3,15,1967.82,2548.87,3261.56
SKU-19636,beauty,brand_d,budget,11,3,0,0,65,26.04,1878.03,0.0251,0.0782,2,16,1404.02,1841.66,2394.16
SKU-19637,grocery,brand_b,premium,3,6,1,0,123,15.89,1384.87,0.1286,0.0291,6,28,1078.45,1381.83,1642.93
SKU-19638,home,brand_a,loyal,11,0,0,0,16,15.35,2244.53,0.0174,0.009,6,25,1802.83,2299.37,2989.18
SKU-19639,grocery,brand_b,standard,21,6,1,0,123,6.07,225.12,0.0804,0.0594,4,24,183.69,232.21,260.18
SKU-19640,electronics,brand_a,standard,3,4,0,0,48,19.03,2691.21,0.0465,0.0258,6,13,1763.05,2769.29,3017.55
SKU-19641,electronics,brand_b,standard,1,6,1,1,47,12.69,2175.14,0.0577,0.0161,6,37,1342.53,2130.31,2703.24
SKU-19642,beauty,brand_d,budget,4,4,0,0,142,21.06,2596.29,0.0939,0.0377,11,21,1811.89,2630.76,2700.62
SKU-19643,fashion,brand_d,budget,17,1,0,0,54,11.37,2382.97,0.0882,0.0576,6,22,1854.17,2370.81,2884.81
SKU-19644,home,brand_b,premium,1,5,1,0,146,22.67,257.27,0.1318,0.0134,5,19,172.86,259.49,269.97
SKU-19645,fashion,brand_b,budget,0,0,0,0,106,17.38,2640.49,0.0601,0.0604,6,23,1985.27,2576.7,3170.66
SKU-19646,fashion,brand_c,budget,2,0,0,0,60,3.28,2469.99,0.1393,0.033,5,14,1873.85,2573.68,2726.3
SKU-19647,grocery,brand_c,budget,21,1,0,0,171,23.33,1706.45,0.1468,0.0444,6,16,1599.24,1795.17,1964.25
SKU-19648,electronics,brand_d,loyal,0,0,0,0,154,12.82,1475.25,0.1013,0.0508,5,18,823.49,1458.22,1499.87
SKU-19649,electronics,brand_c,standard,21,1,0,1,41,2.71,523.25,0.1112,0.062,3,22,323.47,522.76,679.59
SKU-19650,beauty,brand_a,standard,14,0,0,0,33,18.06,1365.38,0.0914,0.0447,2,20,919.54,1351.48,1571.39
SKU-19651,beauty,brand_d,budget,6,2,0,0,156,8.01,953.86,0.0249,0.0628,2,23,649.64,989.69,1033.05
SKU-19652,grocery,brand_b,standard,21,6,1,0,173,22.52,1479.21,0.0161,0.028,2,17,1270.97,1544.77,1700.96
